,company_id,name,description,company_size,state,country,city,zip_code,address,url
8564,736168,ConvergePoint,"ConvergePoint, the leading Compliance solution provider on Microsoft 365 SharePoint Online, boasts five full-featured software products for the complete life-cycle management of your Policies & Procedures, Contracts, Conflict of Interest Disclosures, Safety & Incident Tracking and Investigative Case Management. Extend your existing Microsoft Office 365 SharePoint tenant with best practice compliance processes, smart workflow builders, version control, audit trails, keyword search, custom data fields, dashboards, reporting, and more, ConvergePoint provides industry best practices and U.S. based support.",2.0,Texas,US,Katy,77449,1810 Snake River Rd,https://www.linkedin.com/company/converge-point
8573,737035,Painting with a Twist,"Founded in 2007, Painting With a Twist is not your average art class.  It'​s FUN art, not fine art. 

Our corporate headquarters is located in Mandeville, Louisiana with over 230 franchise locations in the United States. 

Painting with a Twist is a great place to have fun with friends or family, while painting and socializing.  Our experienced and enthusiastic local artists will take you step-by-step through a painting while you enjoy your favorite beverage. It's a little bit of paint, a little bit of wine, and a whole lot of FUN! ®

Book a private party and choose from 10,000+ paintings. From birthday and bachelorette parties to date nights and team building events, we can help you celebrate anything! 

Thinking of owning your own paint and sip? Join the Twist movement! Learn more about franchise opportunities in your area by visiting www.paintingwithatwistfranchise.com

http://www.paintingwithatwist.com/",3.0,LA,US,Mandeville,70471,2121 N. Causeway Blvd.,https://www.linkedin.com/company/painting-with-a-twist
8578,740469,Vantage Consulting,"Vantage is a multi-brand global recruitment specialist delivering total talent solutions across the engineering and technology industries in the UK, Europe and USA.

We are a trusted partner to some of the world’s leading organisations and most exciting start-ups, providing talent solutions to help businesses realise their potential.  

We are committed to delivering competitive advantage to our customers through our world leading candidate networks and bespoke talent communities, to ensure your talent is available when and where you need it.

Converging the STEM markets with our multi-brand approach, our customers are safe in the knowledge that they are dealing with true specialists connected with the right talent communities to achieve your talent demand goals. 

Our services range from supporting on single hires to supplying full project teams, no matter how complex or niche. Our recruitment services encompass permanent and full-time placements, as well as contract and temporary staffing solutions. We also provide Statement of Work arrangements, Recruitment Process Outsourcing (RPO), Managed Service Provider (MSP) solutions, Embedded Hiring Solutions and Internal Talent. In addition to our core recruitment offerings, we provide added value solutions such as employer branding support, salary and role reviews, 'Talent on Demand' talent pooling, and extra qualification tools to ensure the right fit for every position. 

Furthermore, our bespoke technology platform integrates AI-powered Talent Insights, a Talent Portal, Video Interview Platform, Data Analytics capabilities and Talent Automation tools to streamline the recruitment process and deliver exceptional results for our clients.",2.0,Staffordshire,GB,Stafford,ST18 0LQ,Staffordshire Technology Park,https://www.linkedin.com/company/vantage-consulting-limited
8608,748731,Klarna,"We make shopping smoooth. Our aim is to become the world’s favorite way to shop and bring flexible healthy financial services to consumers. 

Klarna was founded in Stockholm, Sweden and now has offices in Stockholm, London, New York, Berlin and many more. We offer products and services to consumers and retailers within payments, social shopping, and personal finances.

Since 2005 Klarna has been on a mission to accelerate commerce with consumer needs at the heart of it. With over 150 million global active users and 2 million transactions per day, Klarna’s fair, sustainable and AI-powered payment and shopping solutions are revolutionizing the way people shop and pay online, empowering consumers to shop smarter with greater confidence and convenience.

More than 500,000 global retailers integrate Klarna’s innovative technology and marketing solutions to drive growth and loyalty, including H&M, Saks, Sephora, Macy’s, Ikea, Expedia Group, and Nike. For more information, visit Klarna.com.

If you're as excited about this as we are: join us! It’s a hell of a ride.",6.0,0,SE,Stockholm,113 43,Sveavägen 46,https://www.linkedin.com/company/klarna
8622,753083,The Viscusi Group,"Looking for the best talent to join your company in the interior furnishing industry? Look no further than The Viscusi Group, and our deep industry expertise and a track record of successful placements. 

We’re the go-to choose for top talent, from salespeople to CEO's in the furniture, building materials, flooring, textiles, wallcovering, K&B, and design industries.

To learn more about TVG, visit our website at www.viscusigroup.com 
or contact Stephen Viscusi at (212) 979-5700 ext.101 / stephen@viscusigroup.com

Clients
Leading Manufacturers | Furniture Dealers | Luxury Retailers | Showrooms l Wholesalers  E-commerce Platforms | Venture Capital & Private Equity Orgs (investing in interiors & luxury space)

Furniture / Flooring / Building Products / Textiles / Tile & Stone / Kitchen & Bath / Lighting


A reputation for successful placements make us
the go-to choice for top talent in the industry.
–––––––––––––
Whether you are looking for next-gen talent or forward-thinking leaders, we make the hire happen by leveraging our network and resources to attract and recruit the best talent. Our team works transparently and collaboratively, paying special attention to culture fit, diversity, and inclusion.

At The Viscusi Group, we believe in the value of our work and back it up with a ‘1-year free replacement guarantee’. If someone we place at your company quits or is fired within one year of their start date, we will replace them for free. This unconditional guarantee protects your talent investment and gives you peace of mind when making important hiring decisions.

Headquartered in NYC, we recruit throughout North America on behalf of leading residential and contract manufacturers, trade showrooms, dealers, retailers, Comm platforms, and design firms. 

#executivesearch #furnitureindustry #hiring

–––
Join Stephen to get a 1st-look, ""On The Job” – with Stephen Viscusi
www.linkedin.com/groups/9155955",1.0,NY,US,New York,10036,1185 Avenue of The Americas,https://www.linkedin.com/company/the-viscusi-group
8637,759441,"Pacifica Services, Inc.","Pacifica Services, Inc. is a trusted leader in engineering services with a reputation for providing quality services and loyalty to its clients. 

Pacifica Services, Inc. was established by Ernest M. Camacho, President and CEO in 1979. Pacifica is a privately owned Hispanic firm headquartered in Pasadena, CA, which has become a major force in providing engineering and construction services.

We have provided these services throughout the country to a diverse marketplace consistent with responsible social and business practices.

We will continue to provide engineering and management related services to an ever-changing marketplace in the most efficient, consistent, and responsive manner.

The greatest commitment we make to clients is that of excellence, this is the goal of every project. Quality is our priority. It is the aim of Pacifica to meet our client’s needs, while exceeding their expectations.

Pacifica’s team understands their performance is expected to be well above contract specifications. This present standard of excellence reflects Pacifica’s corporate philosophy: a shared desire to perform beyond clients’ expectations. This philosophy produces exceptional benchmarks of expediency, economy, and value for clients. The result is projects of the highest quality, delivered on or ahead of schedule and within budget.

To our client we commit a professional staff, teamwork, loyalty, resolve, discipline and unity. These are the traits that have been the trademark  of Pacifica in the past and qualities that will be our foundation in the future.",2.0,CA,US,Pasadena,91106,106 S. Mentor Ave.,https://www.linkedin.com/company/pacifica-services-inc
8646,762365,FirstService Residential,"FirstService Residential is simplifying property management. Its hospitality-minded teams serve residential communities across the United States and Canada. The organization partners with boards, owners, and developers to enhance every property's value and every resident's life.
 
Leveraging unique expertise and scale, FirstService serves its clients with proven solutions and a service-first philosophy. Residents can count on 24/7 customer care and tailored lifestyle programming, amenity activation, and technology for their community’s specific needs. Market-leading programs with FirstService Financial and FirstService Energy deliver additional levels of support.

Boards and developers select FirstService Residential to realize their vision and drive positive change in the communities in their trusted care.

FirstService Residential is a subsidiary of FirstService Corporation (NASDAQ and TSX: FSV), a North American leader in providing essential property services to a wide range of residential and commercial clients.
",7.0,FL,US,Dania Beach,33004,1855 Griffin Road,https://www.linkedin.com/company/firstservice-residential
8647,762535,wikiHow,"wikiHow is a collaboration to build and share the world’s largest, highest quality how-to manual. wikiHow contains over 180,000 how-to guides in 18 languages, which are written, edited and maintained by thousands of volunteers. Over 100 million unique visitors per month turn to wikiHow to learn how to do anything from the ordinary to the extraordinary.",1.0,CA,US,Palo Alto,94301,"2nd Floor, 530 Lytton Ave",https://www.linkedin.com/company/wikihow
8648,762603,"EnCorps, STEM Educator Programs","EnCorps Inc. believes in STEM educational equity. We are a Los Angeles-based nonprofit with operations in California as well the greater Denver, Colorado and New York City areas. We connect public school students in under-resourced communities with STEM professionals who are passionate about science, technology, engineering and math. 

EnCorps offers two key programs: 

1) The EnCorps STEM Teachers Program supports STEM professionals and subject-matter expert ready to explore a career-change to  STEM Teaching as an innovative, long-term solution to the STEM teachers shortage and to counter the nationwide lack of math and science proficiency in middle and high school students.

2)The EnCorps STEMx Tutors Program aims to increase math proficiency and to increase middle school students’ confidence in math by offering online tutoring by a STEM expert. As a STEM Professional or college student you have the opportunity to share your passion for math with middle school students who may not have equitable access to a high-quality STEM education.",1.0,California,US,Los Angeles,90278,Greater Los Angeles Area,https://www.linkedin.com/company/encorps-inc-
8670,772837,"Silfex, Inc. - A Division of Lam Research Corporation","Silfex provides integrated silicon solutions for the solar, optical, and semiconductor equipment markets.  Our dynamic global team -- which consists of the best and brightest employees in the industry -- has made Silfex a leader in developing and manufacturing high quality, custom components.   We are the world’s largest provider of high purity custom, silicon-based components and assemblies.

By using or accessing this page, you agree to comply with LinkedIn’s Terms and Conditions. While we welcome participation and engagement, it is important to note that postings and/or comments by followers to Silfex’s LinkedIn page do not necessarily reflect the opinions of Silfex, nor does Silfex confirm their accuracy. 

We expect that participants post content and commentary that is both relevant and respectful to this community as a whole. Silfex reserves the right to remove any posts and/or comments that do not adhere to our guidelines and to block anyone who violates them repeatedly. Specifically, we do not tolerate these kinds of posts: 

• Abusive, harassing, stalking, threatening or attacking others 
• Defamatory, offensive, obscene, vulgar or depicting violence 
• Hateful in language targeting race/ethnicity, religion, gender, nationality or political beliefs 
• Fraudulent, deceptive, misleading or unlawful 
• Violations of any intellectual property rights 
• Spamming in nature 
• Commercial solicitation or solicitation of donations 
• Link baiting (embedding a link in your post to draw traffic to your own site) 

View Silfex’s Online Privacy Notice Summary: https://www.silfex.com/privacy-policy/",5.0,OH,US,Eaton,45320,950 S. Franklin St.,https://www.linkedin.com/company/silfex-inc----a-division-of-lam-research-corporation
8705,784652,Shopify,"Shopify is a leading global commerce company, providing trusted tools to start, grow, market, and manage a retail business of any size. Shopify makes commerce better for everyone with a platform and services that are engineered for reliability, while delivering a better shopping experience for consumers everywhere. Shopify powers millions of businesses in more than 175 countries and is trusted by brands such as Allbirds, Gymshark, PepsiCo, Staples, and many more.

Find all our jobs here: www.shopify.com/careers",7.0,ON,CA,Ottawa,0,0,https://www.linkedin.com/company/shopify
8706,786063,New Age Software Services,"Since 1995, we have represented candidates who offer consistent, high quality performance and are ready to take on contract or direct hire opportunities. Searching for a new job or career can be a complicated and difficult task. Our goal at New Age is to take the time investment of a job search off the shoulders of our candidates so they can focus on a work-life balance. A senior recruiting staff, leading edge technology and industry relationships that span over 25 years account for our two decades of success. 

With New Age, you can be assured that you are interviewing only the best possible technical candidates and that you have a team dedicated to meeting your needs. We consistently deliver on our promise of finding the best as New Age conducts business with value and quality-based principles. Our long history of satisfied candidates provides us with a database full of unparalleled technical specialists that are always happy to hear from us.",1.0,New Hampshire,US,Hampstead,03841,20 Mary E Clark Dr,https://www.linkedin.com/company/new-age-software-services
8751,806395,Proven IT,"Proven IT is an IT Consulting firm with locations in Illinois, Indiana, and Arizona. We provide solutions to everyday business and workflow needs through Managed IT Solutions, Office Technology, Content Management Software and Hardware as well as the knowledge and resources to manage your current print environment with a managed solution to meet our clients needs. We are family owned and operated with a national presence with over 200 servicing centers throughout the United States, Canada and Mexico. We are committed to excellence in serving our customers and supporting our community. Owner and founder of Proven, John Cosich, is a veteran of the office equipment industry.  Our leadership team offers over 100 years combined experience.

Proven IT offers sales, service and support, as well as the highest performing line of products by Xerox, Canon, and Toshiba. We help our customers succeed by understanding their unique document and workflow needs.  We deliver systems and services that increase efficiency, reduce costs and improve document workflow by placing the right equipment and software for the environment.",3.0,Illinois,US,Tinley Park,60487,18450 Crossing Dr.,https://www.linkedin.com/company/provenit
8796,823412,Edelman Smithfield,"Edelman Smithfield is a financial communications boutique that specializes in the financial markets and strategic situations, serving clients in the United States, Canada, EMEA, APAC and beyond. As part of Edelman, Edelman Smithfield brings a unique combination of financial communications specialization with the full reach and resources of the world’s leading communications firm.",3.0,0,US,GLobal,10013,0,https://www.linkedin.com/company/edelmansmithfield
8814,830603,City of Greenacres,"The City of Greenacres is located 5 miles from the Atlantic Ocean in Palm Beach County, Florida, The City is home to approximately 43,900 residents and over 700 small and medium sized businesses. The City was founded in 1926, and today is the 8th largest city of the 39 municipalities in Palm Beach County.

The City of Greenacres is a well-planned, safe, and attractive community, with an efficient and effective local government. The City has earned a “Tree City USA” designation for 31 consecutive years by the National Arbor Day Foundation and in 2007 and 2008 was recognized as one of the 100 Best Communities for young people by America’s Promise-The Alliance for Youth.",2.0,Florida,US,Greenacres,33463,5800 Melaleuca Ln,https://www.linkedin.com/company/city-of-greenacres-florida
8848,841976,E2,"E2 is a national, nonpartisan group of business leaders, investors, and professionals from every sector of the economy who advocate for smart policies that are good for the economy and good for the environment. Our members have founded or funded more than 2,500 companies, created more than 600,000 jobs, and manage more than $100 billion in venture and private equity capital. For more information, see www.e2.org or follow us on Twitter at @e2org.",1.0,District of Columbia,US,Washington,0,1152 15th St NW,https://www.linkedin.com/company/e2org
8859,846940,Valley Health System,"Valley Health System is a regional healthcare system that serves residents in northern New Jersey and southern New York. It comprises The Valley Hospital, Valley Home Care and Valley Medical Group. Key services include cardiology, oncology, women’s and children’s services, emergency care, orthopedics and neurosciences. 

Valley Health System’s Centers of Excellence offer comprehensive coordinated inpatient and outpatient programs and services to help ensure excellent clinical outcomes and quality. The Centers of Excellence include Cardiac/Heart Failure, Diabetes, Oncology, Pulmonary, Geriatrics, Total Joint and Neurovascular. Valley maintains affiliations and collaborations with Mount Sinai Health System and with Cleveland Clinic’s Sydell and Arnold Miller Family Heart & Vascular Institute.",5.0,New Jersey,US,Paramus,07652,4 Valley Health Plaza,https://www.linkedin.com/company/valley-health-system-2
8904,860999,Sunrun,"Life runs on clean energy. With Sunrun, you get a new, modern energy experience – the freedom to power life how and when you want with reliable, affordable energy made from the sun. ",7.0,CA,US,SAN FRANCISCO,94104,225 Bush Street,https://www.linkedin.com/company/sunrun
8915,866507,Leading Path Consulting,"Leading Path is a people first, award-winning, minority owned (NMSDC / MBE) management and technology consulting company that brings top talent and creative solutions to our clients. At Leading Path we help clients tackle their hardest challenges and build customized solutions that deliver stunning results.",2.0,Virginia,US,McLean,22102,7925 Jones Branch Dr,https://www.linkedin.com/company/leading-path-consulting-llc
8960,882674,Pinnacle Healthcare Consulting,"Nationally recognized consulting firm providing a comprehensive range of services including health care valuation, both business valuation and fair market value for physician compensation arrangements, service line strategy and improvement, physician compensation plan design, supply chain management and regulatory compliance and audit. Other services include outsourced coding, practice management and peer review.",2.0,Colorado,US,Centennial,80112,9085 E. Mineral Circle,https://www.linkedin.com/company/pinnacle-healthcare-consulting
8985,893928,"Traylor Bros., Inc.","William F. Traylor founded Traylor Bros., Inc. in 1946, finding success by taking on — and succeeding with — extremely challenging projects. His combination of honesty, courage, and innovative abilities are the traits that embody the firm to this day. Traylor is one of the nation’s leading heavy civil contractors. We have a staff of dedicated professionals employing some of the most innovative construction techniques in the industry to build landmark bridges, tunnels, and marine structures.",3.0,IN,US,Evansville,47715,835 N. Congress Avenue,https://www.linkedin.com/company/traylor-bros--inc-
8992,897906,Petaluma Health Center,"Petaluma Health Center's mission is to provide high quality health care with access for all in southern Sonoma County. 

*Petaluma Health Center is a six-time award winner in the North Bay Business Journal’s Best Places to Work for 2018, 2017, 2016, 2015, 2014, 2013, 2012, 2011 and 2009.

*We were named as one of ""Healthiest Companies in the North Bay""​ by North Bay Business Journal in 2015, 2016 and 2017.

*Our staff members share the goal of offering patients the best possible care, and we are using a new, innovative “home team” care approach.


Staff positions offer an outstanding benefits package including:
Medical, dental, and vision care
401K, FSA, HSA
Life insurance, AD&D, long-term disability
Physician loan repayment and more.",4.0,CA,US,Petaluma,94954,1179 North McDowell Blvd,https://www.linkedin.com/company/petaluma-health-center
8994,899708,Keck Medicine of USC,"Keck Medicine of USC is the University of Southern California’s medical enterprise, one of only two university-based medical systems in the Los Angeles area. Keck Medicine combines academic excellence, world-class research and state-of-the-art facilities to provide highly specialized care for some of the most acute patients in the country.

Its internationally renowned physicians and scientists provide world-class patient care at Keck Hospital of USC, USC Norris Cancer Hospital, USC Verdugo Hills Hospital, USC Arcadia Hospital and more than 100 unique clinics in Los Angeles, Orange, Kern, Tulare and Ventura counties.

Keck Medical Center of USC, which includes Keck Hospital and USC Norris Cancer Hospital, is among the top 50 hospitals in the country in 10 specialties, as well as among the top six hospitals in California and top three hospitals in metro Los Angeles, according to the U.S. News & World Report 2023-24 Best Hospitals rankings. 

",6.0,CA,US,Los Angeles,90033,1500 San Pablo Street,https://www.linkedin.com/company/keck-medicine-of-usc
9013,907307,Kerridge Commercial Systems,"Kerridge Commercial Systems provides specialist ERP, Business and Retail Management Software, Services and Support to Distributors, Wholesalers, Retailers and the Hiring industry.  

We are a global business with a unique depth of knowledge and experience as we have been in the industry for over 40 years. We invest heavily in R&D to remain innovative, providing our clients with the right solutions for the competitive environment of today. This means our clients remain with us for the long haul and range from small traders to multinational enterprises.

Our software is fully integrated and includes modules that supports improved stock control, warehouse management, sales order processing, accounting, delivery management and much more. 

Our mission is simple: to design and deliver high performance, integrated ERP solutions that enable our distributive trade customers to source effectively, stock efficiently, sell profitably and service competitively. 

We employ over 1150 people throughout offices in the UK, Ireland, The Netherlands, Belgium, North America, Australia, South Africa and Kenya. We currently support over 30 000 customers and global distributors at more than 80 000 locations across Europe, the Middle East, Africa and Australasia. ",5.0,Berkshire,GB,Hungerford,RG17 0YU,Herongate,https://www.linkedin.com/company/kerridge-commercial-systems
9016,910095,American Hospitality Group,"Our company is family owned and operated and has been in the hospitality business for almost 40 years. AHG includes several businesses. 6 hotels, 3 healthcare facilities, a restaurant/banquet facility, a car dealership, and a golf packages web site. See our website for details.",2.0,0,US,0,44281,0,https://www.linkedin.com/company/american-hospitality-group
9027,913665,Mariner Finance,"Founded in 2002 by a group of leading experts in the consumer finance industry, Mariner Finance was established to provide customers with creative, flexible, and convenient lending options. At the core of Mariner Finance is the principle that superior customer service is the driving force behind building lasting relationships.

Mariner Finance, with its affiliates and subsidiaries, now features nearly 500 branches in twenty-two states throughout the country. With a growing number of employees, superior customer service remains the cornerstone of our business. We pride ourselves in delivering the variety of loans offered by our competitors with an enhanced focus on exceptional service. We work with consumers to find options that are beneficial to their specific needs, which is why we are recognized as the community's consumer finance company of choice.

It is our promise to customers that quality of service will always be Mariner Finance's priority, even as we continue to grow. Mariner Finance excels because we live in the markets we serve, which effectively allows us to take a local hometown approach with all that we do.

NMLS#166564  
NM Lic: https://tinyurl.com/yckzfbx2",5.0,Maryland,US,Baltimore,21236,8211 Town Center Drive,https://www.linkedin.com/company/mariner-finance
9048,920618,T3 Live,"Our goal is to help traders and investors make more money, plain and simple. We have created a fully transparent, value-added platform where anyone can learn from and trade alongside experienced professional traders. Through comprehensive education and extensive market analysis, we teach traders how to become consistent and profitable. We offer interactive education programs for traders of all experience levels and provide in-depth market analysis for both short- and long-term trades. Most importantly, we explore the psychological barriers to success and demonstrate the discipline necessary to conquer all types of markets. We invite you to join our trading revolution and take your trading to the next level. Best of luck in accomplishing your trading goals!",1.0,NY,US,New York,10006,55 Broadway,https://www.linkedin.com/company/t3live-com
9062,926041,Okta,"Okta gives you a neutral, powerful and extensible platform that puts identity at the heart of your stack. No matter what industry, use case, or level of support you need, we’ve got you covered.",6.0,California,US,San Francisco,94105,100 1st St,https://www.linkedin.com/company/okta-inc-
9069,928047,Internal Fire Pilates,"Internal Fire Pilates is a boutique style Pilates studio offering personally tailored private and group class instruction from our highly skilled and experienced teachers. We are passionate about passing on the traditional Pilates method while also offering additional modalities, like MELT Method to assist in creating whole body health. We believe in maintaining the quality of our teaching with small group class sizes of 2-5 and by using the traditional Classical apparatus in our fully equipped studio.",,CA,US,Mill Valley,94941,457 Miller Ave.,https://www.linkedin.com/company/internalfirepilates
9077,931923,Maven Recruiting Group,"Maven Recruiting Group specializes in recruiting Executive Assistants, administrative, operations, and Human Resources professionals to the Bay Area’s most prominent Executives and companies. A resource for both temporary and permanent hiring needs, we provide talent to Fortune 500 companies, Venture Capital firms and growing tech startups. We currently service the San Francisco Bay Area and Silicon Valley. Founded in 2010 by San Francisco native Jessica Vann, we are proud to be a woman-owned company!

A resource to all industries, we pride ourselves on partnership and service, quality of candidates, and quick, lasting results. Our goal at Maven is to never forget we’re in the business of recruiting and placing people. Candidates are more than resumes and companies are more than quarterly earnings. We celebrate what makes each person and company unique.

Maven works directly with the people making the hiring decisions. Connecting with senior management enables us to truly understand the company's philosophy and culture and the idiosyncrasies of the search—all the important but intangible elements that can't be found in a job description.

With hundreds of clients ranging from disruptive tech start-ups to premier investment management firms to the Fortune 500, Maven stands apart with our ability to find exceptional talent and great opportunities, again and again, for our clients and candidates.

_____________
Follow us on Facebook (@maventalent), Twitter (@maventalent), and check us out on Yelp (search Maven Recruiting Group)!",1.0,California,US,San Francisco,0,0,https://www.linkedin.com/company/maven-recruiting-group
9118,945727,Family Service League - Long Island,"Family Service League is a nationally accredited human services agency that has taken an active role in strengthening families and empowering the residents of Long Island for more than 95 years.  We currently have over 60 programs in 21 locations, including 5 Family Centers, designed to help children, families in crisis, senior citizens, people who are homeless, unemployed, or mentally ill. Family Service League works to give them the resources they need in order to be self-reliant and productive members of our communities.

We Restore Hope and Rebuild Lives",4.0,NY,US,Huntington,11743,790 Park Avenue,https://www.linkedin.com/company/family-service-league-of-long-island
9120,946084,IRONCLAD Marketing,"IRONCLAD understands the challenges of marketing. It’s a delicate balance of maximizing your strategic investment, ensuring your sales team has tools for success and maintaining your budget—not breaking it. 

We aren’t yes people. We tell you what you need to hear and treat your investment as if it were our own, recommending the most effective tactics for the goal at hand. Our experience and breadth of services offer are a perfect fit for clients in the construction, aggregates, mining, landscape, rental and agricultural markets.

Experienced, grounded and focused, we work diligently to understand the product line, relevant markets, and challenges so we can jump in and get to work. We invest in your business and earn your trust every day, with every project. And we accomplish it all right from our office in Fargo, N.D. Whatever your location across the globe, our process ensures any amount of distance is obsolete.",1.0,ND,US,Fargo,58104,4225 38th Street South,https://www.linkedin.com/company/ironclad-marketing
9125,946628,Tandem Diabetes Care,"Tandem Diabetes Care, a global insulin delivery and diabetes technology company, manufactures and sells advanced automated insulin delivery systems that reduce the burden of diabetes management, while creating new possibilities for patients, their loved ones, and healthcare providers. The Company’s pump portfolio features the Tandem Mobi system and t:slim X2 insulin pump, both of which feature Control-IQ advanced hybrid closed-loop technology. 
Tandem is the #1 recommended insulin pump brand by people living with diabetes, four years and counting. (dQ&A US Diabetes Connections Patient Panel Report; Net Promoter Score; Q1 2019-Q3 2023: P.49, Q3 2023 (Jan. 2019-Sept. 2023). Tandem Diabetes Care is based in San Diego, California. For more information, visit tandemdiabetes.com.
SAFETY INFORMATION Please note that this account is not intended to be used for product support or medical advice. If you are having a medical emergency, please dial 911. If you are having an issue with one of our products and need immediate assistance, please call our 24-hour customer support team at 877-801-6901 and press 1 twice. 
RX ONLY. Indicated for patients with type 1 diabetes, 6 years and older. WARNING: Control-IQ technology should not be used by people under age 6, or who use less than 10 units of insulin/day, or who weigh less than 55 lbs. Safety info: tandemdiabetes.com/safetyinfo.
",5.0,California,US,San Diego,92130,12400 High Bluff Drive ,https://www.linkedin.com/company/tandemdiabetes
9158,957015,Dixon Valve,"Dixon, founded in 1916, is a premier manufacturer and supplier of hose couplings, valves, dry-disconnects, swivels, and other fluid transfer and control products. The company’s global reach includes a wide range of products for numerous industries including petroleum exploration, refining, transportation, chemical processing, food & beverage, steel, fire protection, construction, mining and manufacturing. Dixon’s strategic objective is to create solutions that make products safer, leak-free, longer lasting, and always available.",5.0,Maryland,US,Chestertown,21620,1 Dixon Square,https://www.linkedin.com/company/dixon-valve
9204,971890,Van Metre Companies,"Van Metre Companies is dedicated to building and continually improving upon the storied reputation, earned over the years since the Company’s founding in 1955, of providing top quality homes, investment properties and services to our customers and clients. The Company’s emphasis on integrity, professionalism and philanthropy ingrained by our founder Albert G. Van Metre, Sr. has garnered trust and respect in the Washington, D.C. area and beyond. It is critical to our future that we maintain that reputation and assure that Van Metre Companies continues to excel in real estate development and construction and in the management of apartment, retail and office investment properties, as well as in the provision of mortgage and related services. It is the task of our dedicated, energetic, and involved professionals to advance our ability to set the benchmark for luxury living and refined commercial development. The capstone of our mission is to make the “Van Metre” signature an icon for elegant residential communities, and industry leading condominium and apartment communities, as well as Class A neighborhood retail centers and office developments. Van Metre also is known for our wonderful philanthropy that is the Children's National Hospital in Washington D.C. We host an annual 5k that has generated over $2 million dollars. We have also recently started a Diversion and Inclusion council that helps the Northern Virginian community become a better place.",4.0,Virginia,US,Fairfax,22031,9900 Main Street,https://www.linkedin.com/company/van-metre-companies
9209,975681,ZAG Interactive,"ZAG Interactive is a full-service interactive agency in Glastonbury, CT, specializing in website design and development, application development and digital marketing solutions that include SEO, social media strategy and copywriting. Our complete digital solutions will enhance your brand.",2.0,Connecticut,US,Glastonbury,06033,20 Western Blvd,https://www.linkedin.com/company/zag-interactive
9241,991576,"The Liberty Company Insurance Brokers, LLC","The Liberty Company Insurance Brokers is an independently owned insurance broker handling the commercial, personal and employee benefits insurance needs of businesses, non-profits, and individuals for more than 35 years. The company was founded in 1987 by our Chairman and CEO, Bill Johnson, who currently leads the firm along with our President, Jerry Pickett.  

Licensed to operate in all 50 states, Liberty has grown consistently and, in recent years, exponentially by attracting talented and entrepreneurial people into an energetic and collaborative culture which focuses on our team’s happiness, well-being, and growth. Liberty has expanded nationally by partnering with agency owners and experienced producers who fit our culture, are driven by our mission of Promoting Peace of Mind with Great Care and demonstrate our core values of Integrity, Excellence, Caring, Kindness, Fairness, Teamwork, Good Feelings and Fun! 

Liberty has consistently been recognized as one of the most dynamic, fastest growing companies as well as one of the best places to work in the insurance industry, including being recognized as the #1 Fastest Growing Privately Held Insurance Broker in the U.S. over the past four year by the Hales Report. 

Liberty is not your typical insurance broker: We are a culture-first organization, and believe ""If you put people first, good business will follow."" We are very collaborative, creative, entrepreneurial, and wellness-focused. We believe that the true Wealth of our Organization is dependent upon the Holistic Health of each member. We can serve our clients most powerfully when we are at our best mentally, physically, and spiritually. To that end, our goal is to clear the path of political and administrative distractions so our team members can focus on their Highest And Best Use (HABU), which is what they love to do, what they do best, and therefore, is best for all of us.",4.0,Florida,US,Gainesville,32607,5200 b W Newberry Rd,https://www.linkedin.com/company/the-liberty-company-insurance-brokers
9249,995588,Med-Trans Corporation,"We stand by our mission: To improve the lives of those we serve while providing professional value to our partners and maintaining a family based culture. We are a leading national medical transport provider, focused on establishing professional relationships with leading health systems, medical centers, and EMS agencies. We offer a broad range of solutions to help our partners achieve successful patient outcomes.

Med-Trans is a part of the Global Medical Response family, the industry-leading air, ground, specialty and residential fire services and managed medical transportation organization. Together, with our GMR family, we are providing care to the world at a moment’s notice.",4.0,Texas,US,Lewisville,75067,209 State Hwy • 121 Bypass,https://www.linkedin.com/company/med-trans-corporation
9251,996149,"The Dermot Company, LP","The Dermot Company, Inc. is a fully-integrated real estate enterprise with over 30 years of experience and $4 billion+ assets under management and development. 
 
As a diversified firm, we develop, invest in, and manage multi-family buildings in New York City and nationally, including multiple luxury high-rise residences and hospitality properties under development.",2.0,0,US,0,0,0,https://www.linkedin.com/company/the-dermot-company-inc
9294,1010123,TransTech Energy,"TransTech is a leading provider of engineered and fabricated solutions for gas and liquids processing, storage, transfer, and utilization across a broad range of industries including Energy, Power, Renewables, Chemical, Petrochemical, Food & Beverage, Industrial Manufacturing, and others. 
  
With engineering, fabrication, construction, and field services expertise and over 450,000 square feet of fabrication capacity across locations in Houston, McGregor, and Beaumont, TX, Charlotte and Rocky Mount, NC, Indianapolis, IN, Sisters, OR, TransTech delivers service excellence and an unwavering commitment to quality and safety.",4.0,TX,US,McGregor,76657,2201 Judith Drive,https://www.linkedin.com/company/transtech-energy
